movie_id,title,release_date,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
268,Silent Desert 2,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,Fall of Night,01-Jan-1995,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
270,Dark Mountain,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
271,Silent Star,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,Last Light,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Last Sun,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
274,Fall of Moon,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
275,Lost Journey,01-Jan-1995,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
276,Last Love,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
277,Dark Desert,01-Jan-1995,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,The Ocean,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
279,The Dream,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,Hidden Mountain,01-Jan-1995,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,The Dream,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,Return of Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
283,Silent Light,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
284,Hidden War 4,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
285,Fall of Ocean,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
286,A War 3,01-Jan-1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
287,A River,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
288,Return of Mountain,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
289,Fall of Desert,01-Jan-1995,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
290,Dark Mountain,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Rise of River,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Dark Dream,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
293,Lost City,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Fall of Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
295,Lost Love,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
296,Fall of Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
297,Hidden Mountain,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,Silent Ocean,01-Jan-1995,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
299,Last Ocean,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
300,Dark River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
301,Rise of War,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
302,Rise of Sun,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
303,Silent Moon 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,Return of Mountain,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
305,Return of Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
306,Last Light,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,Silent Light,01-Jan-1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
308,Silent Storm,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
309,Dark City,01-Jan-1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
310,Last Sky 3,01-Jan-1995,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
311,A Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
312,Lost Moon,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
313,Silent Ocean,01-Jan-1995,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
314,Rise of Fire 2,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
315,A Sun,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,A River,01-Jan-1995,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
317,Fall of Storm,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
318,Fall of Star 2,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,Return of War,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Hidden Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,A Sky,01-Jan-1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
322,Hidden War,01-Jan-1995,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
323,Hidden City,01-Jan-1995,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
324,Fall of River,01-Jan-1995,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
325,The River,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
326,Lost Night,01-Jan-1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
327,Hidden Fire 3,01-Jan-1995,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
328,Dark Love,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Fall of Dream,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
330,Silent Light,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,Hidden Star,01-Jan-1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
332,Fall of Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333,Dark Love,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334,The Sky 4,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Fall of War,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
336,Last War,01-Jan-1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
337,Hidden Love,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
338,Return of Light,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,The Fire,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,The Forest,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
341,Return of Shadow,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
342,Last Sun,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
343,Return of Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
344,Last Desert,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
345,Fall of Night,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
346,Silent Fire,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
347,Last Light,01-Jan-1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,A City,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Rise of Moon,01-Jan-1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,Lost Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,The Love 3,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
352,Silent Star,01-Jan-1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
353,Fall of Forest,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Last Light,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Silent Storm,01-Jan-1995,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
356,Lost Gate,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Rise of Shadow,01-Jan-1995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
358,Silent Fire,01-Jan-1995,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
359,A City,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,Fall of Mountain 2,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
361,Lost City 2,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
362,Last Ocean,01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Return of Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
364,Silent Sky,01-Jan-1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,Fall of Journey,01-Jan-1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,Rise of River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367,Rise of Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,Last Ocean 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369,Last Journey,01-Jan-1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
370,Rise of Light,01-Jan-1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
371,Silent Shadow,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Hidden Storm,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Rise of City 3,01-Jan-1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,Rise of Shadow,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375,Lost Dream,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Rise of Gate,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
377,Hidden Storm,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,Return of City,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
379,Return of Light,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,The City,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,Hidden Gate 2,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
382,The City 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
383,Lost Light,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,Silent River,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,Lost Forest,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
386,Rise of Sky 4,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,Lost Fire 4,01-Jan-1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388,The Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
389,Dark Sun,01-Jan-1995,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
390,Silent River,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
391,Last Sky 2,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,Fall of Sky 2,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Lost Gate,01-Jan-1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
394,Hidden Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395,Lost Sky,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
396,A Ocean,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Rise of Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
398,Rise of Sun,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
399,Silent Moon,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,A Gate,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
401,Fall of Star,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
402,Silent Shadow,01-Jan-1995,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
403,A Sun 2,01-Jan-1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Last City 4,01-Jan-1995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
405,Hidden Ocean,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
406,A Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
407,Dark Journey,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
408,Hidden Fire,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Hidden Desert,01-Jan-1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
410,Silent War,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Last Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
412,Fall of Forest,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,Dark Ocean,01-Jan-1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
414,Hidden Sky,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
415,Lost Storm,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Fall of Storm,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,Fall of Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418,Return of City,01-Jan-1995,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
419,Dark Shadow,01-Jan-1995,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,The Shadow 4,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
421,Rise of Moon,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,Last Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,Last Forest,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,The City,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,Hidden Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
426,Fall of River,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,Silent Sky,01-Jan-1995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
428,Fall of Dream,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
429,A Star,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
430,Fall of Forest,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
431,Fall of Journey,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
432,Hidden Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,Rise of City 3,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,Fall of Gate,01-Jan-1995,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
435,Dark Night 3,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
436,Rise of Desert 4,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,Last Shadow,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,The Sun,01-Jan-1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
439,Last Forest 2,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,Dark Sun,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Dark Storm,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
442,Return of Sky,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
443,Last Shadow,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,A War,01-Jan-1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
445,Dark Desert,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,Last War 3,01-Jan-1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,Return of Shadow,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,A Desert,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
449,Last Star,01-Jan-1995,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
450,Return of War,01-Jan-1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
451,Rise of Night 3,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
452,A Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453,Silent River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,Hidden River,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
455,Hidden Sky,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,Last City,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
457,Silent River,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
458,Fall of Forest,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
459,A Fire 4,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
460,The Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461,Fall of Shadow,01-Jan-1995,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,A Sky,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
463,Dark River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
464,The River,01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
465,Hidden Dream,01-Jan-1995,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
466,Silent Desert,01-Jan-1995,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
467,The River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
468,A Desert 3,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
469,The War,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,Silent Desert,01-Jan-1995,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
471,Return of Star,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
472,Fall of Moon,01-Jan-1995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
473,Last Sky,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Last Shadow 4,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
475,Lost Moon,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
476,Hidden City,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
477,Hidden City,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,Fall of Moon,01-Jan-1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
479,A Fire 4,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
480,Last City,01-Jan-1995,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
481,Lost Shadow,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
482,Dark Desert,01-Jan-1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
483,Last Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Rise of Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
485,Silent Dream,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
486,Return of City,01-Jan-1995,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
487,Lost Ocean 2,01-Jan-1995,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
488,Lost Journey,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
489,Hidden City,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
490,Return of Night,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
491,Hidden Night,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,The Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
493,Rise of River,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
494,Silent War,01-Jan-1995,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
495,Fall of Mountain,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,Rise of Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,Hidden River,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
498,Fall of Moon,01-Jan-1995,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
499,Dark Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
500,Hidden City,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,The Mountain,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
502,Lost Light,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
503,Lost Light,01-Jan-1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
504,Return of Love,01-Jan-1995,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
505,Lost City,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,A War,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,Last Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,Dark Desert,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Dark Shadow,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510,The Gate,01-Jan-1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
511,Last City,01-Jan-1995,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
512,Silent City 3,01-Jan-1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
513,Silent River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
514,A Storm,01-Jan-1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
515,Return of Ocean,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Hidden Desert,01-Jan-1995,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
517,Fall of War,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
518,The War,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
519,Hidden River,01-Jan-1995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
520,Hidden Ocean 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,Hidden War 4,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,Fall of Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
523,Rise of Forest 3,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,A Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
525,A Desert,01-Jan-1995,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
526,Lost Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
527,The Moon 3,01-Jan-1995,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
528,Fall of Storm,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
529,A Star,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
530,A Forest,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
531,Last City,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
532,Last Night 4,01-Jan-1995,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
533,Silent Mountain,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,Return of Shadow,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
535,Silent Journey,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
536,The Dream,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
